ISO,country_name,Continent,Groups,E,S_BCE,S_ALL,NetCO2_BCE,NetCO2_ALL,Delta_NetCO2,cBCW,Total BCW,Coverage_BCE,Coverage_ALL,Delta_Coverage,Debt (2015 US$),Debt_to_GDP,Relief_BCE,Relief_ALL,Delta_Relief,Quadrant_BCE,Quadrant_ALL,switch_sink_status,switch_quadrant
SVN,Slovenia,Europe,Developed economies,11328390.0,1430.3901875813801,,-11326959.609812418,,,800449.625,800449.625,0.0001262726104073826,0.0001262726104073826,0.0,,,,,,Sink + low debt stress,Source + low debt stress,True,True
SLB,Solomon Islands,Oceania,SIDS,302829.0,1362861.3854166665,26563659.71875,1060032.3854166665,26260830.71875,25200798.333333332,762245376.0,14863929344.0,4.498219885787649,87.7161405779697,83.21792069218205,398502310.2725,0.25640813733603346,1.9137160446410433,37.300419802131984,35.38670375749094,Source + low debt stress,Source + low debt stress,False,False
ZAF,South Africa,Africa,Developing economies,401893100.0,381101.7604166666,55381101.760416664,-401511998.2395833,-346511998.2395833,55000000.0,213404512.0,30989914112.0,0.000948934841329487,0.1378012533806462,0.1368523185393167,125168886492.85648,0.3449349226261274,0.001703731766665957,0.2475835908997692,0.24587985913310323,Sink + low debt stress,Sink + low debt stress,False,False
SGS,South Georgia and the South Sandwich Islands,Americas,Developing economies,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
KOR,South Korea,Asia,Developed economies,577416640.0,,,,,,,3806783488.0,,0.011781815750691727,,,,,,,Source + low debt stress,Source + low debt stress,False,False
SSD,South Sudan,Africa,LDCs,1580456.0,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
ESP,Spain,Europe,Developed economies,221615650.0,1375522.5,43255602.5,-220240127.5,-178360047.5,41880080.0,770218304.0,24205176832.0,0.006210931712897797,0.19518713022193748,0.18897619850903968,,,,,,Sink + low debt stress,Sink + low debt stress,False,False
LKA,Sri Lanka,Asia,Developing economies,20317522.0,2423479.208333333,30505844.874999996,-17894042.791666668,10188322.874999996,28082365.666666664,1357188224.0,17071319040.0,0.11937480884169391,1.5015496089918692,1.3821748001501752,46587994907.751,0.532691617708622,0.029108641253218326,0.36640862918868816,0.33729998793546984,Sink + high debt stress,Source + high debt stress,True,True
SDN,Sudan,Africa,LDCs,20001454.0,3565735.25,,-16435718.75,,,1997471872.0,1997471872.0,0.17846886009848462,0.17846886009848462,0.0,17048329624.520498,0.4033074079915703,0.11703719794012526,,,Sink + high debt stress,Source + high debt stress,True,True
SUR,Suriname,Americas,SIDS,2647446.0,547675.046875,3113439.7135416665,-2099770.953125,465993.7135416665,2565764.6666666665,304938272.0,1740670720.0,0.20583923990102038,1.1749864507750667,0.9691472108740463,3055909888.8585,0.6782427779254814,0.10028571267686122,0.5701072603737452,0.46982154769688395,Sink + high debt stress,Source + high debt stress,True,True
SJM-2,Svalbard,Europe,Developed economies,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
SWZ,Swaziland,Africa,Developing economies,1104210.0,,,,,,,,,,,936719142.228,0.1852784185173586,,,,Source + low debt stress,Source + low debt stress,False,False
SWE,Sweden,Europe,Developed economies,36556280.0,57983.775065104164,,-36498296.2249349,,,32462898.0,32462898.0,0.0015869697085078391,0.0015869697085078391,0.0,,,,,,Sink + low debt stress,Source + low debt stress,True,True
CHE,Switzerland,Europe,Developed economies,32737300.0,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
SYR,Syria,Asia,Developing economies,25503272.0,,,,,,,23595326.0,,0.0016533828341894162,,3681034753.675501,0.23484223826647563,,,,Source + low debt stress,Source + low debt stress,False,False
TWN,Taiwan,Asia,Developing economies,261152590.0,1025622.46875,10429573.802083332,-260126967.53125,-250723016.19791666,9403951.333333343,574521664.0,5836718080.0,0.003931474086307892,0.0399408887749179,0.036009414688610006,,,,,,Sink + low debt stress,Sink + low debt stress,False,False
TJK,Tajikistan,Asia,Developing economies,9054525.0,,,,,,,,,,,5188938214.2585,0.3549311059606291,,,,Source + low debt stress,Source + low debt stress,False,False
TZA,Tanzania,Africa,LDCs,18066046.0,783011.9114583333,11783011.911458334,-17283034.088541668,-6283034.088541666,11000000.000000002,436095616.0,6591397376.0,0.043138193502721134,0.6520152118640338,0.6088770183613126,26121455529.1915,0.36976570601157344,0.016773652859006914,0.25241525517567165,0.23564160231666473,Sink + low debt stress,Sink + low debt stress,False,False
THA,Thailand,Asia,Developing economies,264388640.0,3163683.645833333,4408337.3125,-261224956.35416666,-259980302.6875,1244653.6666666567,1766470528.0,2462945024.0,0.011940072126779767,0.016647739526200193,0.004707667399420426,146187785724.337,0.3188828195017304,0.012109845891757407,0.016874090923587676,0.00476424503183027,Sink + low debt stress,Sink + low debt stress,False,False
TGO,Togo,Africa,LDCs,2620035.0,152368.69140625,152368.69140625,-2467666.30859375,-2467666.30859375,0.0,85354936.0,85354936.0,0.05821902033950537,0.05821902033950537,0.0,2548283001.115,0.30537287534276125,0.0334583666027967,0.0334583666027967,0.0,Sink + low debt stress,Sink + low debt stress,False,False
TKL,Tokelau,Oceania,Developing economies,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
TON,Tonga,Oceania,SIDS,199331.0,2962576.6041666665,8006245.270833332,2763245.6041666665,7806914.270833332,5043668.666666666,1659579520.0,4481879552.0,14.878754103182368,40.18173457231453,25.302980469132166,148322391.443,0.31859201532314835,11.176852628697674,30.204999045580013,19.02814641688234,Source + low debt stress,Source + low debt stress,False,False
TTO,Trinidad and Tobago,Caribbean,SIDS,34317936.0,56526.86946614583,1318168.202799479,-34261409.13053385,-32999767.79720052,1261641.333333332,31476468.0,737456768.0,0.001639110298682,0.03840243394721232,0.03676332364853032,,,,,,Sink + low debt stress,Sink + low debt stress,False,False
BR-ES,Trinidade,Americas,,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
SHN-3,Tristan Da Cunha,Africa,Developing economies,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
FR-TRO,Tromelin Island,Africa,,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
TUN,Tunisia,Africa,Developing economies,32792874.0,4001218.375,7667885.041666666,-28791655.625,-25124988.958333336,3666666.666666664,2241439744.0,4293207296.0,0.12214928610693043,0.23396221456286678,0.11181292845593635,31165416031.301,0.6411081139410917,0.0718415974701029,0.13767634229922274,0.06583474482911984,Sink + high debt stress,Sink + high debt stress,False,False
TUR,Turkey,Asia,Developing economies,432077340.0,157876.9700520833,1516002.9700520833,-431919463.02994794,-430561337.02994794,1358126.0,88343800.0,848314368.0,0.00036539107106606575,0.003508638925699966,0.0031432478546339,377381075966.62,0.3023036171107994,0.00023409671498823123,0.002247897936504081,0.0020138012215158495,Sink + low debt stress,Sink + low debt stress,False,False
TKM,Turkmenistan,Asia,Developing economies,63362624.0,,,,,,,,,,,2957899449.476,0.05096754113011896,,,,Source + low debt stress,Source + low debt stress,False,False
TCA,Turks and Caicos Islands,Caribbean,SIDS,370590.0,866769.5208333333,,496179.52083333326,,,485203968.0,485203968.0,2.3397744425101066,2.3397744425101066,0.0,,,,,,Source + low debt stress,Source + low debt stress,False,False
TUV,Tuvalu,Oceania,SIDS,11500.0,60.53815714518229,8607340.538157145,-11439.461842854818,8595840.538157145,8607280.0,33706.84765625,4816434176.0,0.00523797767335139,748.464375439057,748.4591374613836,,,,,,Sink + low debt stress,Source + low debt stress,True,True
UGA,Uganda,Africa,LDCs,5613657.0,,,,,,,,,,,14642067313.2755,0.315175001789283,,,,Source + low debt stress,Source + low debt stress,False,False
UKR,Ukraine,Europe,Developed economies,136460590.0,4783498.958333333,,-131677091.04166667,,,2679664896.0,2679664896.0,0.0350926841381549,0.0350926841381549,0.0,133367338666.3615,1.7515648410350841,0.020070253302734663,,,Sink + high debt stress,Source + high debt stress,True,True
ARE,United Arab Emirates,Asia,Developing economies,229383650.0,899120.0052083333,,-228484529.99479166,,,503488544.0,503488544.0,0.003922567985428829,0.003922567985428829,0.0,,,,,,Sink + low debt stress,Source + low debt stress,True,True
GBR,United Kingdom,Europe,Developed economies,305146340.0,466065.7317708333,72806249.39843749,-304680274.2682292,-232340090.6015625,72340183.66666669,260871552.0,40740474880.0,0.0015277838039589905,0.23859496066195096,0.23706717685799197,,,,,,Sink + low debt stress,Sink + low debt stress,False,False
USA,United States,Americas,Developed economies,4911391000.0,12134070.666666666,304167937.3333333,-4899256929.333333,-4607223062.666667,292033866.66666603,6785544192.0,170199777280.0,0.0024690138055400027,0.06192953548214894,0.05946052167660894,,,,,,Sink + low debt stress,Sink + low debt stress,False,False
VIR,United States Virgin Islands,Caribbean,SIDS,,69599.84309895833,,,,,38982600.0,38982600.0,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
URY,Uruguay,Americas,Developing economies,7865945.0,15287.488118489582,3094400.1547851562,-7850657.511881511,-4771544.845214844,3079112.666666667,8554463.0,1731542528.0,0.0019435028950986347,0.39339207103407997,0.3914485681389813,,,,,,Sink + low debt stress,Sink + low debt stress,False,False
UZB,Uzbekistan,Asia,Developing economies,124768440.0,,,,,,,,,,,44684185475.818,0.34049187957906024,,,,Source + low debt stress,Source + low debt stress,False,False
VUT,Vanuatu,Oceania,SIDS,226164.0,1003490.46875,6298644.802083333,777326.46875,6072480.802083333,5295154.333333333,562108352.0,3525133056.0,4.441604728060502,27.854500992313966,23.41289626425346,355351113.885,0.42201870535093017,1.5802006119368164,9.918502148827441,8.338301536890626,Source + high debt stress,Source + high debt stress,False,False
VAT,Vatican City,,,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
VEN,Venezuela,Americas,Developing economies,99568900.0,2973569.7291666665,,-96595330.27083333,,,1659154944.0,1659154944.0,0.029778758066001013,0.029778758066001013,0.0,,,,,,Sink + low debt stress,Source + low debt stress,True,True
VNM,Vietnam,Asia,Developing economies,334726080.0,1439081.53125,16671797.197916666,-333286998.46875,-318054282.8020833,15232715.666666687,801903616.0,9325718528.0,0.004281303002634421,0.04978930876357321,0.04550800576093879,107096414267.2795,0.28380123895406795,0.007519121874581261,0.08710922368001711,0.07959010180543585,Sink + low debt stress,Sink + low debt stress,False,False
UMI-5,Wake Island,Oceania,Developed economies,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
WLF,Wallis and Futuna,Oceania,Developing economies,30666.0,199.4617627461751,,-30466.538237253826,,,111057.6875,111057.6875,0.006471945327955969,0.006471945327955969,0.0,,,,,,Sink + low debt stress,Source + low debt stress,True,True
ESH,Western Sahara,Africa,Developing economies,,,,,,,,,,,,,,,,,Source + low debt stress,Source + low debt stress,False,False
YEM,Yemen,Asia,LDCs,10034892.0,4386767.0,,-5648125.0,,,2457384448.0,2457384448.0,0.4376266364507267,0.4376266364507267,0.0,5498681798.2215,,0.44641896303638323,,,Sink + low debt stress,Source + low debt stress,True,True
ZMB,Zambia,Africa,LDCs,7748922.0,,,,,,,,,,,22332092742.977,0.805851991816756,,,,Source + high debt stress,Source + high debt stress,False,False
ZWE,Zimbabwe,Africa,Developing economies,11164030.0,,,,,,,,,,,10731107193.0785,0.46551445857354373,,,,Source + high debt stress,Source + high debt stress,False,False
