country_name,TERRITORY1,ISO,SOVEREIGN1,Continent,Groups,Population,Area_EEZ_KM2,GDP,CO2_emissions_2023,Debt (2015 US$),saltmarshes_area_km2,seagrasses_area_km2,mangroves_area_km2,uptake_total_partial,uptake_salt_mean,uptake_salt_se,uptake_seag_mean,uptake_seag_se,uptake_mang_mean,uptake_mang_se,uptake_total_mean,uptake_total_se,BCP Seq (tC),cBCW,cBCW_se,oBCW,oBCW_se,Total BCseq,Total BCseq_se,Total BCW,Total BCW_se,Area_EEZ_KM2_per_capita,GDP_per_capita,CO2_emissions_2023_per_capita,Debt (2015 US$)_per_capita,Total BCW_per_capita
Liberia,Liberia,LBR,Liberia,Africa,LDCs,5493031.0,347612.3157,3589692300.477075,771001.0,1568933023.071,,,182.1353161055,1.0,,,,,33743.54,295.99124763190844,33743.5390625,295.99124763190844,3000000.0,68889176.0,690722.4219306718,6155302000.0,20891744.484315105,3033743.25,295.9912387749873,6224190976.0,21131794.635173153,0.06328242380208668,653.4993704708885,0.14035984868827428,285.622459270847,1133.1068359162728
Libya,Libya,LBY,Libya,Africa,Developing economies,7305659.0,1973738.166,67926705038.72879,60975930.0,,,11.5167549849,,1.0,,,2519.4375,15.94466378746083,,,2519.4375,15.94466378746083,7000000.0,5174993.0,39919.96708553218,14362371000.0,48747404.9772878,7002519.0,15.944667640979823,14367546368.0,48765229.49903651,0.2701656573349509,9297.820366202253,8.346396950637855,,1966.63249242813
Liechtenstein,Liechtenstein,LIE,Liechtenstein,Europe,Developed economies,39598.0,160.8089954,,157238.0,,,,,0.0,,,,,,,,,,,,,,,,,,0.004061038320117177,,3.9708571139956566,,
Lithuania,Lithuania,LTU,Lithuania,Europe,Developed economies,2854099.0,71779.08695,52308255949.66091,12461681.0,,,,,0.0,,,,,,,,,,,,,,,,,,0.025149473424012272,18327.41469362517,4.366239923702716,,
Macedonia,Macedonia,MKD,Macedonia,Europe,Developed economies,1831802.0,25437.19787,11506514048.907011,7448824.0,9523789279.482,,,,0.0,,,,,,,,,,,,,,,,,,0.013886434161552394,6281.527178650865,4.0663914549716615,5199.136849660607,
Macquarie Island,Macquarie Island,AU-TAS,Australia,Oceania,,,476412.8641,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
Madagascar,Madagascar,MDG,Madagascar,Africa,LDCs,31195932.0,1786627.146,13975132286.380466,4476379.0,4871508029.0515,57.8254622808,5764.7648300837,2758.3331165541,0.0,9714.679,6.905512299990404e-06,1261115.875,7981.1740423658375,511026.2,4482.6144264777295,1781856.625,9145.809734680128,3000000.0,3653585152.0,24001643.131191112,6155302000.0,20891744.484315105,4781857.0,9145.809734680128,9808887808.0,39159403.10237065,0.057271157854812606,447.97931622560486,0.1434923950981814,156.15843851215922,314.4284263730284
Madeira,Madeira,PT-30,Portugal,Europe,,,453615.7185,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
Malawi,Malawi,MWI,Malawi,Africa,LDCs,21104482.0,118501.0583,11482709535.228191,1752411.0,2721357106.8205,,,,0.0,,,,,,,,,,,,,,,,,,0.005614971184793828,544.0886696592786,0.0830350159743319,128.94687994808402,
Malaysia,Malaysia,MYS,Malaysia,Asia,Developing economies,35126298.0,847078.3438,401113360563.35,288823680.0,,,548.0749517944,5227.091421078,1.0,,,119898.390625,758.7962540003965,968403.94,8494.636176236363,1088302.25,8526.904847531283,1108930.0,2223321600.0,20208791.644279484,2275266600.0,7722493.908995669,2197232.25,8526.904847531283,4498588160.0,24147006.167259574,0.02411521828460261,11419.175472557625,8.222434370966162,,128.0689516441499
Maldives,Maldives,MDV,Maldives,Asia,SIDS,525994.0,924130.53,6009933940.437218,2062305.0,3020167766.9645,,2400.9672221328,0.9734406622,1.0,,,525242.25,3324.07994945491,180.34576,1.581955147627282,525422.5625,3324.077122893912,11633297.0,1079230208.0,8322936.9993272135,23868817000.0,81013293.2219973,12158719.0,3324.07702194526,24948049920.0,85054662.64610961,1.7569221892264932,11425.860257792328,3.9207766628516674,5741.829311673707,47430.29372958627
Mali,Mali,MLI,Mali,Africa,LDCs,23769127.0,1252545.079,17764846569.98078,6761669.0,4875151588.761,,,,0.0,,,,,,,,,,,,,,,,,,0.05269630134081071,747.3916299063395,0.2844727532483629,205.10436032257306,
Malta,Malta,MLT,Malta,Europe,Developed economies,532956.0,53247.41011,17254541747.15687,1822230.0,,,70.4110839898,,1.0,,,15403.3251953125,97.48241008045376,,,15403.3251953125,97.48241008045376,1556727.0,31638854.0,244062.52042037743,3194041600.0,10840914.031355537,1572130.25,97.48241344204872,3225680384.0,10951992.698057769,0.09990957998408874,32375.17120954989,3.4191002634363814,,6052.432816217474
Marshall Islands,Marshall Islands,MHL,Marshall Islands,Oceania,SIDS,38827.0,2004958.808,227999999.99999994,153331.0,,,525.8349166768,0.3254464617,1.0,,,115033.1015625,728.0054323216788,60.294262,0.5288886708574009,115093.390625,728.0045680734131,8845072.0,236404240.0,1822870.2096541286,18148028000.0,61596329.27393329,8960165.0,728.0045680734131,18384435200.0,62431323.621447474,51.638262240193676,5872.202333427767,3.9490818245035673,,473496.15473768255
Martinique,Martinique,MTQ,France,Caribbean,SIDS,346002.0,48905.09809,,,,,548.7793639129,19.4411010032,1.0,,,120052.4921875,759.7714867288468,3601.7812,31.594068174535405,123654.2734375,760.3631918823388,,253944352.0,1915176.4560542686,,,123654.2734375,760.3631918823388,253944352.0,1915176.4560542686,0.1413433971190918,,,,733.9389714510321
Matthew and Hunter Islands,Matthew and Hunter Islands,VU,France,Oceania,,,187185.5177,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
Mauritania,Mauritania,MRT,Mauritania,Africa,LDCs,5022441.0,1212054.797,7917371715.89145,4412598.0,3475685433.226,23.0,772.0,3.4594715486,0.0,3864.0,0.0,168884.859375,1068.8149562934734,640.9235,5.622046734995585,173389.765625,1068.8181743398313,4000000.0,356130656.0,2690187.510085652,8207069000.0,27855659.492069438,4173389.75,1068.8181743398313,8563200000.0,29179388.82704618,0.24132783182520212,1576.399148519903,0.8785763735203659,692.0311126056035,1704.9876743201164
Mayotte,Mayotte,MYT,France,Africa,Developing economies,316015.0,67285.12793,,,,,1484.3952218942,6.7533274632,1.0,,,324730.4375,2055.108587448369,1251.164,10.97494811624673,325981.59375,2055.115445257581,,669559488.0,5149373.383551085,,,325981.59375,2055.115445257581,669559488.0,5149373.383551085,0.21291751318766516,,,,2118.7585652579783
Melilla,Melilla,ES-ML,Spain,Africa,,,40.73956715,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
Mexico,Mexico,MEX,Mexico,Americas,Developing economies,129739759.0,5138716.724,1326554712608.3315,482623460.0,449917841014.59,2714.0569471771,9758.378052241,9921.3205130288,0.0,455961.56,0.0,2134770.0,13510.23326847303,1838086.4,16123.308695214902,4428817.5,21014.080415302124,30789336.0,9072951296.0,56082335.963153325,63172555000.0,214414302.20818734,35218156.0,21014.080415302124,72245493760.0,249650568.86718556,0.039607879370270764,10224.735446042654,3.7199349198729434,3467.8485953915642,556.8492982941335
Micronesia,Micronesia,FSM,Micronesia,Oceania,SIDS,112630.0,3009867.645,336344290.3734163,149498.0,,,1584.2227649027,87.1055536458,1.0,,,346568.96875,2193.3173079688836,16137.725,141.55673833367447,362706.6875,2197.590051494619,13999541.0,744808128.0,5552810.844774833,28723802000.0,97491616.86696905,14362247.0,2197.590127842137,29468608512.0,100173085.61858922,26.72349857941934,2986.2762174679597,1.3273372991210157,,261640.84623990057
Moldova,Moldova,MDA,Moldova,Europe,Developed economies,3067070.0,33855.6426,9164831732.38352,5962224.0,8032201706.082,,,,0.0,,,,,,,,,,,,,,,,,,0.011038431662792177,2988.139081398051,1.943947806864532,2618.8517725653473,
Monaco,Monaco,MCO,Monaco,Europe,Developed economies,38956.0,290.5136861,8339290931.819639,,,,0.4232879985,,1.0,,,92.59966278076172,0.5860317838330811,,,92.59966278076172,0.5860317838330811,,190202.234375,1467.2225088262926,,,92.59966278076172,0.5860317838330811,190202.234375,1467.2225088262926,0.007457482444296128,214069.48690367694,,,4.882488817512065
Mongolia,Mongolia,MNG,Mongolia,Asia,Developing economies,3431932.0,1564953.688,15456208129.696028,46869964.0,25912572024.2215,,,,0.0,,,,,,,,,,,,,,,,,,0.45599787175270373,4503.646380434119,13.657020010885997,7550.432824491132,
Montenegro,Montenegro,MNE,Montenegro,Europe,Developed economies,633552.0,20237.20393,5160619234.927781,2328379.0,6505456412.2715,1.0502616735,,,1.0,176.44392,2.1579725937470013e-07,,,,,176.4439239501953,2.1579725937470013e-07,40000.0,362021.9375,1228.7406718681102,82070696.0,278556.5946680626,40176.44140625,2.7622049199961617e-05,82432720.0,279785.34633050615,0.03194245133785388,8145.533807687106,3.675119011541278,10268.228041694289,130.11200343460362
Montserrat,Montserrat,MSR,United Kingdom,Caribbean,SIDS,4420.0,7288.804817,,22235.0,,,12.9999232775,,1.0,,,2843.899169921875,17.998073267215762,,,2843.899169921875,17.998073267215762,,5841447.5,45061.001814041614,,,2843.899169921875,17.998073267215762,5841447.5,45061.001814041614,1.6490508635746606,,5.030542986425339,,1321.5944570135746
Morocco,Morocco,MAR,Morocco,Africa,Developing economies,37712505.0,686691.5903,129532155782.89392,68667610.0,52296798825.4375,,,,0.0,,,,,,,,,2000000.0,,,4103534600.0,13927829.746034719,2000000.0,0.0,4103534592.0,13927829.746034719,0.018208591296176163,3434.7269104211964,1.8208180549130852,1386.7230200019198,108.81097906384103
Mozambique,Mozambique,MOZ,Mozambique,Africa,LDCs,33635160.0,1352536.737,20437391974.129997,8023384.0,50470026201.365,,689.8324937973,2978.680385156,1.0,,,150909.6875,955.0561468132531,551849.1,4840.704985884426,702758.75,4932.093210898809,2000000.0,1436601344.0,11908422.423577448,4103534600.0,13927829.746034719,2702758.75,4932.093210898809,5540135424.0,21686352.846624818,0.04021199057771689,607.619882709938,0.23854157375793664,1500.513932485084,164.7126228625046
Myanmar,Myanmar,MMR,Myanmar,Asia,LDCs,54133798.0,1165256.57,63784628823.77949,30233224.0,9182387250.4675,,2933.5359685211,5319.8569842173,1.0,,,641748.5,4061.4082906878566,985590.25,8645.391125225646,1627338.625,9544.28692661948,4548515.0,3330302208.0,23976796.19143924,9332495000.0,31675471.906884413,6175854.0,9544.28692661948,12662796288.0,47867084.96368984,0.021525490784888215,1178.2773642407187,0.5584907233000722,169.6239242343111,233.91664275985218
Namibia,Namibia,NAM,Namibia,Africa,Developing economies,2963095.0,1386405.326,11749736033.67952,4174205.8,,,,,0.0,,,,,,,,,14000000.0,,,28724742000.0,97494809.9545756,14000000.0,0.0,28724742144.0,97494809.9545756,0.4678909471346683,3965.359205047263,1.40873168089447,,9694.168477217234
Nauru,Nauru,NRU,Nauru,Oceania,SIDS,11875.0,309282.8981,100293157.0493269,57499.0,,,,,0.0,,,,,,,,,2013181.0000000002,,,4130579200.0,14019621.875503154,2013180.5,0.003535622297595087,4130579200.0,14019621.875503154,26.044875629473683,8445.73954099595,4.842021052631579,,347838.24842105265
Navassa Island,Navassa Island,UM-76,Haiti,Caribbean,,,13895.46578,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
Nepal,Nepal,NPL,Nepal,Asia,LDCs,29694614.0,147296.9028,33735853500.290012,16677210.0,7526214694.42,,,,0.0,,,,,,,,,,,,,,,,,,0.004960391227850277,1136.0933501371667,0.5616240709510486,253.45386521676963,
Netherlands,Netherlands,NLD,Netherlands,Europe,Developed economies,18092524.0,99460.48933,895765770359.8453,118668370.0,,151.2944475334,1.1224619492,,1.0,25417.465,1.3811024599980809e-05,245.55287170410156,1.5540208328839906,,,25663.01953125,1.5540207814020541,563712.0,52655104.0,178775.02279044653,1156605800.0,3925642.4209325514,589375.0,1.5540198547269093,1209260928.0,4104384.906307569,0.005497325267055055,49510.27122361951,6.558972645276027,,66.83760253682681
New Caledonia,New Caledonia,NCL,France,Oceania,SIDS,289870.0,1198282.794,,5067623.0,,,1469.2951856795,334.8082100499,1.0,,,321427.09375,2034.202893502975,62028.68,544.1025678078488,383455.75,2104.6322629274946,,786854848.0,5438974.05559167,,,383455.75,2104.6322629274946,786854848.0,5438974.05559167,4.133862745368614,,17.482399006451168,,2714.5094283644394
New Zealand,New Zealand,NZL,New Zealand,Oceania,Developed economies,5172836.0,4374135.887,217933683113.80746,30119236.0,,168.1917636481,,277.2352916621,1.0,28256.217,1.3811024599980809e-05,,,51362.363,450.53984435959467,79618.578125,450.5398676345262,35752087.0,162834096.0,1132208.0892463806,73354970000.0,248974493.6550533,35831708.0,450.5398676345262,73517801472.0,249523358.04254237,0.8455972482019535,42130.40643735998,5.8225770157801255,,14212.28151675406
Nicaragua,Nicaragua,NIC,Nicaragua,Americas,Developing economies,6823613.0,341809.2869,15399345045.34212,5588379.0,11448376616.284,,5532.4201101315,743.4585878993,1.0,,,1210287.5,7659.498932992546,137737.84,1208.2074619462483,1348025.375,7751.750071097038,2565473.0,2767162624.0,19816373.686618924,5263753000.0,17865736.931727096,3913498.25,7751.750071097038,8030916096.0,32421620.19578395,0.050092126692999735,2256.7729215215045,0.8189765451235291,1677.7587791517485,1176.9301828811217
Niger,Niger,NER,Niger,Africa,LDCs,26159867.0,1181112.974,14705444103.890184,2597634.0,4237811060.863,,,,0.0,,,,,,,,,,,,,,,,,,0.04514980806286209,562.1375714138832,0.09929844062280592,161.9966592667692,
Nigeria,Nigeria,NGA,Nigeria,Africa,Developing economies,227882945.0,1087016.427,550647684655.9976,128539720.0,77373684475.309,,8829.3065752691,8392.5148781293,1.0,,,1931523.625,12223.957275235804,1554850.2,13638.820314213088,3486374.0,18296.36098285899,2000000.0,7141710336.0,47494558.57228108,4103534600.0,13927829.746034719,5486374.0,18296.361569749188,11245244416.0,55904697.4145571,0.00477006485500703,2416.3619820517833,0.5640602898123859,339.5325809718187,49.34658193047312
Niue,Niue,NIU,New Zealand,Oceania,SIDS,1817.0,318407.1764,,7667.0,,,,,0.0,,,,,,,,,514955.0,,,1056567800.0,3586102.916183138,514955.0,0.0,1056567808.0,3586102.916183138,175.23785162355531,,4.2195927352779306,,581490.2630709962
Norfolk Island,Norfolk Island,NFK,Australia,Oceania,Developed economies,,430640.4739,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
North Korea,North Korea,PRK,North Korea,Asia,Developing economies,26418204.0,236798.6621,,60764244.0,,4.9118865079,,,1.0,825.197,4.3159451874940027e-07,,,,,825.197021484375,4.3159451874940027e-07,,1693112.125,5746.601316951959,,,825.197021484375,4.3159451874940027e-07,1693112.125,5746.601316951959,0.008963465574722641,,2.300089892560448,,0.06408884286759237
Northern Mariana Islands,Northern Mariana Islands,MNP,United States,Oceania,SIDS,45143.0,764117.3579,729103030.3030304,,,0.0016172742,,,1.0,0.27170208,0.0,,,,,0.2717020809650421,0.0,,557.4694213867188,1.8921101352823522,,,0.2717020809650421,0.0,557.4694213867188,1.8921101352823522,16.926596768048203,16150.965383404522,,,0.012348967090949178
Norway,Norway,NOR,Norway,Europe,Developed economies,5519167.0,1256754.973,435713464916.813,38901000.0,,,62.2705825703,,1.0,,,13622.486328125,86.2120852851992,,,13622.486328125,86.2120852851992,10771371.0,27980958.0,215845.48836923993,22100349000.0,75010910.09265867,10784993.0,86.2120624789005,22128328704.0,75107467.9557575,0.22770736471645087,78945.51205223777,7.0483462450040015,,4009.3602357022355
Oecusse,Oecusse,TL-OE,East Timor,Asia,,,2578.265425,,,,,,1.9302585377,1.0,,,,,357.6119,3.136896479958543,357.6119079589844,3.136896479958543,,730083.1875,7320.23297492236,,,357.6119079589844,3.136896479958543,730083.1875,7320.23297492236,,,,,
Oman,Oman,OMN,Oman,Asia,Developing economies,5049269.0,864660.6732,87416511280.57806,78511300.0,,,,1.3646663791,1.0,,,,,252.8267,2.2177427441306072,252.8267059326172,2.2177427441306072,14782091.0,516158.8125,5175.304383049798,30329407000.0,102941222.08692218,14782344.0,2.217731993898234,30329927680.0,102942947.62853222,0.17124472338471172,17312.706310671518,15.54904284164698,,6006.795771823605
Overlapping Claims,,,,,,,397679.20127355994,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
Pakistan,Pakistan,PAK,Pakistan,Asia,Developing economies,247504495.0,1096403.603,400165100120.7807,200666690.0,98789765095.487,,,777.4546405073,1.0,,,,,144036.17,1263.454987067231,144036.171875,1263.454987067231,3384331.0,294057280.0,2948386.9647545926,6943859700.0,23568193.236690328,3528367.25,1263.454987067231,7237917696.0,24706919.81768485,0.004429833094546424,1616.7993236679629,0.8107597803425752,399.1433169546557,29.24358079234076
Palau,Palau,PLW,Palau,Oceania,SIDS,17727.0,616992.7204,225375185.65177235,222330.0,,,727.4325533265,56.9219440142,1.0,,,159135.171875,1007.1123889657005,10545.719,92.50483347853151,169680.890625,1011.1624323402589,2529223.0,348397600.0,2564260.425027541,5189377500.0,17613294.33932694,2698903.75,1011.1624323402589,5537774592.0,18946455.324540097,34.80525302645682,12713.667606011866,12.541885259773228,,312392.09070908785
Palestine,Palestine,PSE,Palestine,Asia,Developing economies,5409202.0,7372.715335,14773700000.0,3496897.0,,,,,0.0,,,,,,,,,,,,,,,,,,0.0013629950101697072,2731.2161756946775,0.6464718825438577,,
Palmyra Atoll,Palmyra Atoll,UMI-4,United States,Oceania,Developed economies,,353675.8936,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
Panama,Panama,PAN,Panama,Americas,Developing economies,4458759.0,406250.2226,72803155248.87743,14018338.0,,,1791.3001132113,1528.2358256176,1.0,,,391869.78125,2480.0109679316283,283130.62,2483.5623802643236,675000.4375,3506.1664217584726,3835240.0,1382937088.0,9135139.479354579,7869020000.0,26708285.774268683,4510240.5,3506.1664217584726,9251957760.0,32370726.524754908,0.09111284610807625,16328.120727959826,3.143999933613815,,2075.0073641567083
Papua New Guinea,Papua New Guinea,PNG,Papua New Guinea,Oceania,SIDS,10389635.0,2861551.097,25646325074.996456,8322015.0,11567070522.191,,9227.2574378643,4492.6365050735,1.0,,,2018580.5,12774.911043505215,832334.25,7301.061326154543,2850914.75,14701.02800733641,12196339.0,5845473280.0,38529310.53395491,25024050000.0,84934270.22037539,15047254.0,14701.02800733641,30869524480.0,109937807.88270871,0.27542364067650116,2468.452941320504,0.8009920464000901,1113.3279005654192,2971.184693206258
Paraguay,Paraguay,PRY,Paraguay,Americas,Developing economies,6844146.0,400752.4479000001,44019622007.03595,8139286.0,19902793661.54,,,,0.0,,,,,,,,,,,,,,,,,,0.05855404719595404,6431.7187282439545,1.1892332513070294,2908.002497541695,
Perejil Island,Perejil Island,ES-PER,Spain,Africa,,,0.785737099,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
Peru,Peru,PER,Peru,Americas,Developing economies,33845617.0,2146765.779,221775234260.73746,55863636.0,68001012912.709,282.6696741037,,54.1852527689,1.0,47488.504,2.7622049199961617e-05,,,10038.702,88.05738985863387,57527.20703125,88.05738985863387,45278430.0,117929896.0,443679.8180235514,92900810000.0,315315163.3699369,45335956.0,88.05744940094364,93018734592.0,315714338.6143386,0.06342817680055884,6552.554035600458,1.650542698039749,2009.1527039589498,2748.324386936128
Peñón de Vélez de la Gomera,Peñón de Vélez de la Gomera,ES-PVG,Spain,Africa,,,3.738562293,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
Philippines,Philippines,PHL,Philippines,Asia,Developing economies,114891199.0,2260600.759,430342487096.5727,154578660.0,91658576316.029,,14946.0027147582,2820.259491479,1.0,,,3269629.25,20692.372652672155,522499.06,4583.252402869785,3792128.5,21184.67440581984,5609099.0,7782616576.0,54520125.01864588,11508565000.0,39061287.14840373,9401227.0,21184.67440581984,19291183104.0,81131674.57746851,0.019676013294978322,3745.6523288313206,1.345435171235353,797.7858801528306,167.9082755851473
Pitcairn,Pitcairn,PCN,United Kingdom,Oceania,Developing economies,,842344.1991,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
Poland,Poland,POL,Poland,Europe,Developed economies,38762844.0,342427.1866,633564398461.3344,289281540.0,,,2.6594927668,,1.0,,,581.7979736328125,3.682002164176014,,,581.7979736328125,3.682002164176014,,1195029.125,9218.470212955115,,,581.7979736328125,3.682002164176014,1195029.125,9218.470212955115,0.008833902553692914,16344.631432650667,7.462856440564578,,0.030829242689210317
Portugal,Portugal,PRT,Portugal,Europe,Developed economies,10430738.0,404204.1673,235532701003.00494,37228136.0,,198.9353711863,0.0380443627,,1.0,33421.133,5.5244098399923235e-05,8.322690963745117,0.05267148150800594,,,33429.46484375,0.052671359875244864,12403497.0,68589496.0,232800.85065900642,25449087000.0,86376893.53278714,12436927.0,0.05284867216030555,25517678592.0,86609694.24015155,0.03875125300817641,22580.63628891886,3.56907977172852,,2446.39244049654
Prince Edward Islands,Prince Edward Islands,ZA-PE,South Africa,Oceania,,,475239.5011,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,Puerto Rico,PRI,United States,Caribbean,SIDS,3242023.0,163631.3489,96564521010.4364,,,58.4387261237,600.654661828,81.9958562891,0.0,9817.706,0.0,131400.890625,831.5915634659249,15191.07,133.2528830933974,156409.65625,841.9294126293443,,321058048.0,2186509.0112733105,,,156409.65625,841.9294126293443,321058048.0,2186509.0112733105,0.050471988909393924,29785.267103421662,,,99.03015740480558
Qatar,Qatar,QAT,Qatar,Asia,Developing economies,2979082.0,42976.44118,170947179495.95364,115711816.0,,,1147.2089035422,4.595108877,1.0,,,250966.609375,1588.2823388317431,851.3189,7.467590846159977,251817.90625,1588.2846100143515,,517230304.0,3979289.603315537,,,251817.90625,1588.2846100143515,517230304.0,3979289.603315537,0.014426068560717698,57382.50222583791,38.84143370340259,,173.62070060508572
Republic of Mauritius,Republic of Mauritius,MUS,Republic of Mauritius,Africa,SIDS,1273588.0,1280968.84,14273219058.562893,4138937.0,14535515568.1795,,131.8322677674,3.9624566903,1.0,,,28839.994140625,182.51853813385128,734.10974,6.439456751167951,29574.10546875,182.61885985625568,7000000.0,60736864.0,459564.6567167442,14362371000.0,48747404.9772878,7029574.0,182.61886703396732,14423107584.0,48958015.55887397,1.0057953121417602,11207.092920601397,3.2498241189458446,11413.043753693895,11324.782884260843
Republic of the Congo,Republic of the Congo,COG,Republic of the Congo,Africa,Developing economies,6182885.0,376110.1204,10369226732.87588,7674340.0,5873262728.056,,,20.5416266422,1.0,,,,,3805.6711,33.382549904581985,3805.671142578125,33.382549904581985,1000000.0,7769475.5,77901.21629714668,2051767300.0,6963914.8730173595,1003805.6875,33.382548677532256,2059536896.0,6990241.892760615,0.06083084521222698,1677.0854921085997,1.2412231506812759,949.922686263128,333.10289549296164
Romania,Romania,ROU,Romania,Europe,Developed economies,19118479.0,267907.8796,236037846070.52167,68239480.0,,54.7212770144,,,1.0,9193.173,6.905512299990404e-06,,,,,9193.1728515625,6.905512299990404e-06,,18862254.0,64020.47961802824,,,9193.1728515625,6.905512299990404e-06,18862254.0,64020.47961802824,0.014013033128838333,12346.057762781322,3.5692943983671506,,0.9865980447503172
Russia,Russia,RUS,Russia,Europe,Developed economies,145440500.0,24610608.92,1524520243059.5242,1815924700.0,,7043.8960256472,680.0401280493,,1.0,1183374.2,0.0017678111487975435,148767.46875,941.4987384098405,,,1332142.0,941.4987384098405,46459217.0,2733581312.0,9529125.649606148,95323505000.0,323538028.47653115,47791356.0,941.4987384098405,98057084928.0,332837388.9896555,0.16921427607853384,10482.088847738589,12.485687961743805,,674.2075620477102
Rwanda,Réunion,RWA,Rwanda,Africa,LDCs,,25315.45209,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
Réunion,Réunion,REU,France,,,874883.0,317665.1825,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.36309447377535053,,,,
Saba,Saba,BES-2,Netherlands,Caribbean,Developing economies,29898.0,9501.573907,,114883.0,,,0.6132910815,,1.0,,,134.16525268554688,0.8490863603794192,,,134.16525268554688,0.8490863603794192,,275579.125,2125.8210326171898,,,134.16525268554688,0.8490863603794192,275579.125,2125.8210326171898,0.3177996490400696,,3.8424978259415346,,9.21730968626664
Saint Helena,Saint Helena,SHN-2,United Kingdom,Africa,Developing economies,5289.0,449352.0558,,11118.0,,,,,0.0,,,,,,,,,,,,,,,,,,84.95973828701077,,2.1020986954055587,,
Saint Kitts and Nevis,Saint Kitts and Nevis,KNA,Saint Kitts and Nevis,Caribbean,SIDS,46758.0,9768.631729,1016833010.7978816,233472.0,,,60.0867798917,0.3468710985,1.0,,,13144.7509765625,83.18866426102223,64.263535,0.5637062251167817,13209.0146484375,83.1894127047385,23300.0,27130876.0,208486.61976972217,47806180.0,162259.22409406363,36509.01171875,83.18941664389814,74937064.0,316378.0769065795,0.20891893855596905,21746.71737024427,4.993199024765816,,1602.6575986996877
Saint Lucia,Saint Lucia,LCA,Saint Lucia,Caribbean,SIDS,179285.0,16027.46852,2039492177.33218,511414.0,820129468.131,,6.6136956423,1.6215341376,1.0,,,1446.8304443359375,9.156498129355985,300.41565,2.6351830618551864,1747.2459716796875,9.522941289356982,61099.99999999999,3585143.5,24650.78025437133,125362990.0,425495.2064343348,62847.24609375,9.522941289356982,128948136.0,438293.5242008373,0.08939659491870486,11375.69890025479,2.8525197311543073,4574.44553716708,719.2354965557631
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,VCT,Saint Vincent and the Grenadines,Caribbean,SIDS,101323.0,36640.77601,950988378.2629379,237178.0,474524031.5805,,,0.3255645546,1.0,,,,,60.316143,0.5290805952913182,60.31614303588867,0.5290805952913182,180854.0,123138.53125,1234.6576068364484,371070370.0,1259451.9157714932,180914.3125,0.5290805952913182,371193440.0,1259863.5098425176,0.3616234814405416,9385.710828370044,2.3408110695498556,4683.280514596883,3663.466735094697
Saint-Barthélemy,Saint-Barthélemy,BLM,France,Caribbean,Developing economies,11085.0,4203.437535,,,,,16.8932475997,,1.0,,,3695.613525390625,23.38828467487519,,,3695.613525390625,23.38828467487519,,7590891.5,58556.23948425165,,,3695.613525390625,23.38828467487519,7590891.5,58556.23948425165,0.37920049932341,,,,684.7894903022102
Saint-Pierre and Miquelon,Saint-Pierre and Miquelon,SPM,France,Americas,Developed economies,5681.0,12640.74524,,55588.0,,,,,0.0,,,,,,,,,,,,,,,,,,2.2250915754268616,,9.784897025171624,,
Samoa,Samoa,WSM,Samoa,Oceania,SIDS,216663.0,133333.9137,862588950.4396363,256830.0,326533634.702,,982.8710169627,2.314155737,1.0,,,215015.578125,1360.7607291547256,428.7351,3.7607744696047067,215444.328125,1360.7581398715354,272057.0,442523232.0,3408267.9334490704,558197700.0,1894581.8427848197,487501.3125,1360.7581398715354,1000720896.0,4580050.79512962,0.615397708422758,3981.247146211565,1.1853892912033897,1507.1038188430882,4618.789991830631
San Marino,San Marino,SMR,San Marino,Europe,Developed economies,33733.0,58.46616607,1408422586.4216962,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0017332038677259657,41752.07027011224,,,
Sao Tome and Principe,Sao Tome and Principe,STP,Sao Tome and Principe,Africa,SIDS,230871.0,131846.4427,315725838.98856896,166171.0,342976152.22150004,,,0.4838520661,1.0,,,,,89.64148,0.7863163451625137,89.6414794921875,0.7863163451625137,3000000.0,183007.734375,1834.9404991549377,6155302000.0,20891744.484315105,3000089.5,0.7863160907991978,6155485184.0,20892355.642306875,0.5710827375460755,1367.5422161664694,0.719756920531379,1485.5748544490216,26662.01118373464
Sapodilla Cayes,Belize,BLZ-2,Belize,Americas,SIDS,,1449.95064,,,,,208.8283875165,,1.0,,,45683.87890625,289.11775623328367,,,45683.87890625,289.11775623328367,,93835936.0,723851.65111599,,,45683.87890625,289.11775623328367,93835936.0,723851.65111599,,,,,
